maxord,nonlin_conv_coef,max_conv_fails,fixedpointvecs,eta_cf,eta_max_fx,eta_min_fx,eta_max_gs,eta_min,eta_min_ef,runtime
3,0.36816,21,17,0.515874,11.018339,10.205281,9.760889,0.245885,0.66587,268.469109
3,0.380222,25,12,0.307119,11.041278,9.552842,10.470573,0.60924,0.734327,275.433829
3,0.200224,16,10,0.424531,9.873699,9.483352,14.468573,0.454462,0.754926,273.375909
3,0.250938,25,14,0.244533,9.841678,9.563752,13.683969,0.394854,0.574928,275.985857
3,0.293932,27,12,0.284937,11.927826,10.673485,13.699272,0.592854,0.594352,276.520202
2,0.447342,35,17,0.460968,10.577102,9.530599,17.437715,0.861476,0.554107,325.495146
3,0.322708,31,11,0.563162,9.324043,4.081263,12.877796,0.480217,0.623752,287.419889
4,0.14271,26,11,0.466476,9.777825,4.199277,15.132024,0.341555,0.80375,281.521404
3,0.311081,12,13,0.448144,9.674558,8.199275,7.384573,0.506726,0.568601,290.553482
3,0.131083,21,9,0.399252,9.513191,4.532629,11.382573,0.636661,0.590304,318.617365
3,0.311081,25,13,0.300293,9.955296,8.532627,7.769734,0.586724,0.589134,283.760635
4,0.202649,18,11,0.299214,7.08096,0.079086,7.136024,0.35051,0.739019,279.08733
4,0.206055,22,19,0.670042,17.88919,7.510863,11.488811,0.212661,0.385103,249.486261
3,0.061945,16,12,0.546219,10.133102,7.893662,6.527927,0.586724,0.589134,280.507367
3,0.188961,14,11,0.548805,10.185941,3.893664,10.525927,0.723782,0.442845,271.463028
3,0.133891,23,11,0.368807,10.143187,7.893662,6.527927,0.766307,0.622843,287.248079
3,0.399955,19,13,0.424848,11.057141,7.893662,7.095103,0.548323,0.567504,263.153832
3,0.222693,27,10,0.312913,10.907282,4.943239,14.530164,0.548323,0.341636,273.438791
3,0.39132,22,13,0.239991,11.980078,6.540918,10.532164,0.431047,0.521634,264.205196
3,0.467981,14,11,0.419989,11.471734,10.540916,12.45983,0.507227,0.532288,277.072359
3,0.467821,19,14,0.599987,7.471736,6.575546,14.857472,0.502035,0.513791,264.696982
3,0.375914,19,14,0.419989,8.72509,7.37197,10.859472,0.390584,0.333793,269.603965
3,0.355188,19,11,0.239991,10.344033,9.987712,14.857472,0.588584,0.513791,276.676066
3,0.456234,25,14,0.5492,10.19787,5.530601,16.996916,0.663476,0.374109,269.479897
2,0.272669,17,10,0.411424,11.349499,8.199275,11.134024,0.663405,0.501486,272.663556
3,0.099331,20,10,0.43087,7.815395,6.249372,10.373311,0.502592,0.67355,275.443856
3,0.107787,26,10,0.418023,7.950201,5.552429,15.132024,0.565719,0.686676,275.916981
4,0.274758,23,11,0.111156,12.589155,8.877591,12.475158,0.565464,0.731549,281.078511
2,0.279329,19,14,0.516823,9.57748,5.055904,14.371311,0.4667,0.558944,276.419464
3,0.099331,13,11,0.336825,10.147253,9.055902,10.373311,0.6647,0.378946,268.917622
3,0.246829,21,11,0.301327,9.555681,5.055904,6.375311,0.4667,0.558944,281.981526
3,0.163871,15,14,0.333679,7.961029,6.323886,5.432172,0.2687,0.738942,296.202416
3,0.254967,17,14,0.419009,9.493809,8.159775,10.261536,0.4667,0.610912,262.186545
3,0.271177,12,14,0.239011,8.448092,6.380111,6.263536,0.370674,0.433041,284.145051
2,0.122814,19,14,0.386729,9.577084,5.115453,13.139897,0.698247,0.439955,244.422969
3,0.302812,15,10,0.498417,9.654691,9.115451,13.357272,0.500247,0.619953,267.452395
3,0.255769,18,14,0.319233,9.021226,7.446488,9.359272,0.698247,0.454805,278.690144
2,0.341505,16,15,0.575523,9.590124,1.530603,17.445149,0.861476,0.31724,275.86219
3,0.203442,7,12,0.334274,8.975652,6.749226,4.828966,0.826752,0.375407,286.072827
3,0.126434,18,12,0.387762,8.709372,5.247206,8.140253,0.441545,0.555405,272.874386
3,0.354532,22,11,0.276584,9.304179,7.364491,3.622637,0.569483,0.726084,284.35548
3,0.17533,12,11,0.145955,8.85189,8.364503,0.954804,0.767483,0.546086,279.809954
2,0.029567,5,13,0.325953,8.076608,6.785257,4.952804,0.700419,0.699964,100000000.0
3,0.15687,14,13,0.277534,7.108005,3.332387,8.950804,0.502419,0.640769,100000000.0
2,0.506684,16,13,0.346145,6.822461,3.830237,10.553336,0.591495,0.702834,248.16973
3,0.489475,7,12,0.352873,5.100154,4.560629,6.555336,0.789495,0.522836,275.827244
2,0.486448,7,13,0.460951,5.590126,2.268009,17.583315,0.932811,0.388688,283.699386
3,0.286283,36,11,0.278202,11.508977,8.199275,3.138024,0.473952,0.709074,291.769413
2,0.636704,17,18,0.429472,9.435806,2.564461,9.891465,0.810412,0.457437,277.789686
3,0.484668,11,14,0.447017,13.435804,6.564459,13.889465,0.765771,0.44022,263.550264
2,0.414218,17,12,0.267019,12.353408,6.707678,11.313634,0.567771,0.620218,265.594551
2,0.466281,26,14,0.324295,13.435804,5.364548,7.136024,0.612412,0.584112,281.460362
3,0.286283,17,13,0.37726,9.435806,3.947909,9.40303,0.720628,0.475719,270.688056
2,0.125746,21,12,0.329829,10.996677,10.90163,10.686393,0.428893,0.669761,269.880584
3,0.060209,12,9,0.355141,12.089882,9.421342,6.688393,0.564056,0.502227,285.656019
2,0.35901,16,17,0.257477,7.93308,4.613801,13.182733,0.395135,0.708081,277.735506
3,0.206691,16,13,0.437475,10.536379,8.613799,9.184733,0.461167,0.610651,272.915045
4,0.302494,9,10,0.723888,16.026676,8.433835,11.372917,0.881426,0.571818,266.911248
3,0.245212,45,11,0.705782,10.501293,3.451576,5.287504,0.266284,0.837445,306.879679
3,0.100494,41,10,0.442564,10.784422,7.468414,13.913979,0.706193,0.236719,264.882036
4,0.0919,12,13,0.157349,13.145783,6.431852,8.666716,0.245373,0.49027,271.31339
3,0.515666,15,11,0.424322,9.783117,4.517973,8.431309,0.438452,0.585952,269.590566
3,0.517203,15,14,0.245876,8.452263,7.32101,11.088519,0.326642,0.657487,276.59833
3,0.157207,18,12,0.437484,9.372836,9.24841,15.003711,0.560765,0.748072,274.428225
2,0.545943,16,17,0.417713,9.20754,3.500555,19.121738,0.734811,0.537476,266.405866
3,0.242694,36,10,0.4582,13.515873,4.898613,7.136024,0.336011,0.746888,244.892865
3,0.062696,27,14,0.318652,9.515875,5.739789,11.134024,0.534011,0.56689,278.984205
4,0.494368,29,10,0.412054,12.708626,5.503172,10.637376,0.240945,0.813524,274.279393
2,0.587806,12,13,0.383408,11.815947,11.559357,10.581647,0.592734,0.65669,269.435818
4,0.379177,4,13,0.29048,10.619349,9.755587,9.398538,0.66409,0.353341,265.399817
3,0.229466,4,12,0.798994,10.26615,4.983899,17.376489,0.879386,0.585481,264.77178
3,0.575027,29,12,0.490321,13.081241,8.762519,10.655985,0.441017,0.502743,271.507371
4,0.532166,29,7,0.672739,12.492633,8.438041,11.412465,0.411041,0.750452,274.939121
3,0.296542,45,11,0.358937,18.413074,8.240409,4.889308,0.303102,0.558949,287.467534
3,0.432057,28,11,0.417298,11.559353,5.19157,19.1253,0.579608,0.445776,285.979716
3,0.372082,28,11,0.734233,8.96995,3.561754,17.816459,0.774368,0.750452,277.90838
5,0.61752,45,6,0.710241,14.4736,11.46795,13.233679,0.351687,0.619361,246.51804
4,0.437939,45,9,0.440964,12.830811,6.989462,13.304582,0.333808,0.622235,277.791458
2,0.479234,4,7,0.65216,15.798546,6.81594,9.278431,0.622794,0.604158,283.823478
2,0.542103,28,12,0.52809,8.860449,7.487819,11.120495,0.540809,0.645322,309.989109
4,0.306381,45,10,0.656796,6.893912,5.551833,7.136024,0.391099,0.614711,281.018749
3,0.819279,9,18,0.692831,11.831624,11.391947,10.537283,0.940459,0.211201,271.505569
3,0.268401,18,10,0.325593,8.744891,8.32818,7.09849,0.534011,0.492797,278.820959
3,0.628103,4,10,0.313522,15.299153,7.467867,8.724965,0.624273,0.367325,284.579774
2,0.276179,9,12,0.715021,19.954169,9.976612,16.673902,0.997183,0.268363,273.948372
1,0.490212,9,13,0.671848,16.408756,7.745399,1.555601,0.996601,0.574571,275.946881
3,0.071564,3,10,0.304724,13.478785,6.481888,16.838556,0.361664,0.667275,285.230492
3,0.32961,6,14,0.309417,8.624579,6.497472,10.933808,0.834331,0.819887,281.585331
3,0.658057,29,13,0.48875,9.634382,6.014854,7.758731,0.348456,0.890117,282.740813
4,0.396603,4,14,0.614738,16.04513,8.474133,10.848612,0.986782,0.322772,268.180097
3,0.505154,45,17,0.368026,10.043955,6.209366,14.232359,0.280763,0.427416,232.247576
3,0.351228,9,18,0.605771,17.262048,3.899817,12.000187,0.996868,0.102967,263.780531
4,0.320964,6,10,0.371569,15.806177,9.195237,5.598907,0.571716,0.812875,100000000.0
4,0.382647,27,10,0.479212,9.806682,4.079084,4.631556,0.54851,0.641826,282.913879
3,0.127197,21,13,0.398767,7.534986,5.378846,9.549091,0.336011,0.615096,335.801933
2,0.40934,11,5,0.353547,12.997264,10.471454,8.27156,0.811929,0.467628,274.786979
3,0.146634,22,13,0.477168,7.731306,6.006541,6.557959,0.610697,0.406651,270.488743
3,0.375211,45,6,0.503,12.681871,10.144309,17.722561,0.319014,0.48452,285.168867
3,0.50663,19,10,0.188457,6.74507,6.406301,6.557959,0.535621,0.751332,299.291932
3,0.146634,15,14,0.478387,7.990671,7.872828,5.249803,0.535621,0.5029,281.837766
3,0.10774,18,12,0.351952,8.281206,4.678725,1.251803,0.45006,0.682898,282.217209
3,0.497819,25,17,0.592867,5.207542,4.081104,15.123738,0.700992,0.357478,272.646972
3,0.062696,27,11,0.321044,9.515875,1.264108,11.134024,0.522102,0.66237,272.046454
3,0.018699,18,11,0.373605,7.8252,5.264106,7.799836,0.479867,0.797675,278.002612
3,0.288596,31,11,0.334715,10.298931,9.264104,11.891529,0.377036,0.604371,302.909589
3,0.305871,26,10,0.418023,8.979169,5.566923,10.713998,0.397113,0.571424,281.996728
3,0.47032,21,7,0.442313,7.976704,3.274796,10.701082,0.480205,0.702359,285.808227
3,0.108598,21,11,0.154717,9.44008,5.839101,7.893529,0.575036,0.58901,283.397628
3,0.850969,4,18,0.516449,13.943644,5.929244,11.968252,0.305077,0.582199,246.566116
2,0.733356,4,13,0.666669,13.355325,7.489238,15.691892,0.773613,0.36026,219.84387
3,0.165907,25,11,0.335572,11.075005,7.70079,3.646373,0.536509,0.383678,281.811513
3,0.709631,15,14,0.724321,11.90781,6.465708,13.437937,0.338826,0.5443,280.163855
3,0.333157,19,11,0.416371,10.633528,6.975793,10.447698,0.487152,0.563676,279.591594
1,0.256263,10,8,0.13328,8.204959,5.629096,12.745787,0.612089,0.330669,247.153909
1,0.358768,25,12,0.284897,14.260585,11.415108,0.190177,0.08831,0.467005,279.211506
3,0.402092,12,6,0.804619,10.288861,3.013765,6.211849,0.307821,0.205893,264.75653
4,0.257703,45,8,0.522018,16.196093,9.572107,9.4325,0.414474,0.537016,301.51078
3,0.004778,38,10,0.418023,9.743222,5.573472,8.168229,0.374427,0.754798,274.808451
3,0.145572,41,16,0.629019,14.715863,9.412701,8.552508,0.589209,0.548593,274.837361
3,0.530372,32,10,0.240639,13.401551,8.851673,18.036006,0.337107,0.540954,263.705522
2,0.437289,29,14,0.62928,12.488581,8.451102,12.579709,0.230964,0.576976,261.341856
4,0.419928,3,5,0.58541,10.581982,9.873955,10.259499,0.400591,0.702135,277.003219
3,0.595138,44,16,0.375317,17.707857,5.09344,9.119441,0.75493,0.194129,270.628554
2,0.620364,44,9,0.460232,15.121902,3.384859,12.553575,0.499444,0.214931,230.520724
4,0.325359,4,8,0.400024,17.477232,6.619232,12.419934,0.695721,0.450879,276.523633
3,0.243344,22,11,0.236373,8.541785,5.508666,8.622666,0.57677,0.383678,267.525638
3,0.374662,25,11,0.46323,5.917107,4.609845,18.37299,0.720974,0.189186,269.066547
2,0.899121,4,10,0.591216,13.508036,3.463904,7.432345,0.312065,0.476005,281.84253
3,0.198697,20,10,0.399346,11.801181,9.264104,11.797836,0.283009,0.672062,274.564866
3,0.124139,19,10,0.323098,9.739253,8.810903,7.649397,0.389076,0.504288,263.565189
2,0.304137,19,10,0.46781,9.368424,8.789975,5.888657,0.545241,0.684286,283.57336
3,0.305678,18,12,0.379459,8.773269,8.770056,5.888657,0.358257,0.452259,280.213933
3,0.12568,19,9,0.381261,8.864641,8.566412,9.886657,0.556257,0.528753,100000000.0
2,0.55466,16,10,0.509838,8.610943,8.557523,14.474255,0.674383,0.369184,267.837207
3,0.361487,30,10,0.360564,12.656703,11.365215,7.799836,0.481009,0.617757,283.197601
3,0.181489,39,11,0.337467,9.381974,7.365217,9.153393,0.604684,0.797755,270.015307
3,0.001491,30,10,0.498672,8.01114,3.365219,10.04444,0.580812,0.79486,279.230302
4,0.188687,13,9,0.300264,4.276668,4.079084,12.627556,0.592637,0.76815,294.823124
3,0.024187,22,12,0.236966,8.276666,8.079082,8.629556,0.522838,0.62999,100000000.0
3,0.181489,20,14,0.318674,5.546602,1.50892,6.04644,0.38629,0.614862,280.639268
3,0.202733,11,15,0.18379,6.895874,1.472622,2.193573,0.58429,0.55671,282.498246
2,0.218992,15,11,0.363788,8.627691,5.47262,6.191573,0.78229,0.586155,283.599865
4,0.543535,13,15,0.365444,18.888816,9.456267,5.448443,0.510992,0.612136,283.162536
3,0.371645,18,13,0.16774,9.789532,5.47262,14.187573,0.38629,0.675616,262.768088
3,0.191647,21,15,0.347738,5.789534,5.052688,10.189573,0.426721,0.591201,283.747253
3,0.374662,22,14,0.514693,4.044914,2.233574,17.484393,0.91545,0.510073,282.157532
4,0.181489,30,11,0.379037,11.948765,0.808584,6.04644,0.382812,0.614862,261.2575
2,0.564611,25,12,0.59793,9.943495,8.367483,14.840183,0.431011,0.318748,274.470951
3,0.361487,20,15,0.199039,13.214885,4.808582,10.04444,0.51093,0.550047,255.994321
2,0.541485,11,11,0.379037,9.214887,8.80858,14.04244,0.46864,0.730045,259.650109
2,0.11066,11,12,0.140257,8.839841,7.911923,2.04844,0.388153,0.675638,288.332305
2,0.290658,9,15,0.320255,6.479135,3.911925,6.04644,0.586153,0.637675,290.059475
3,0.337723,19,11,0.500253,8.508059,7.911923,10.04444,0.723313,0.621663,284.487097
3,0.157725,20,11,0.623633,7.723471,3.911925,6.04644,0.525313,0.717121,289.369004
5,0.224993,12,19,0.414577,17.47952,2.667448,19.792558,0.453966,0.108206,246.082743
2,0.647802,28,4,0.4518,10.043888,8.457535,14.450351,0.564947,0.798009,278.737498
4,0.440252,27,8,0.526829,16.230075,9.321754,10.770698,0.770367,0.586847,269.750622
4,0.389061,4,11,0.34181,19.165894,8.470584,8.332169,0.944833,0.280127,299.414289
2,0.258142,4,12,0.616897,9.577738,3.96957,13.161873,0.825506,0.529075,100000000.0
2,0.55466,16,15,0.529918,5.883615,1.985101,19.467869,0.71745,0.62021,280.111224
3,0.191381,28,11,0.232371,13.813556,4.808582,10.04444,0.363972,0.72344,273.901891
2,0.293642,19,14,0.266975,9.813558,8.80858,6.04644,0.422179,0.685809,283.687922
3,0.683275,13,17,0.303683,17.142395,10.06929,17.786514,0.584161,0.480782,268.274583
3,0.661769,46,6,0.315993,14.512268,10.147886,5.278428,0.894195,0.403565,287.863213
3,0.451025,29,9,0.027509,12.555136,8.760199,15.60614,0.588826,0.168883,264.983457
3,0.229981,31,7,0.321381,14.355143,6.193376,11.124055,0.390642,0.518301,279.806551
1,0.433103,32,13,0.598021,13.851162,2.893728,11.134024,0.666786,0.873179,272.267724
4,0.455317,24,13,0.373941,16.875462,10.822578,4.218329,0.349295,0.621114,283.875916
2,0.293642,19,14,0.230939,7.023586,5.269057,8.588444,0.422179,0.646436,100000000.0
2,0.166639,26,14,0.381878,13.674102,11.292206,11.641878,0.640849,0.699693,273.521902
1,0.113644,22,11,0.285475,11.023584,5.140063,10.432853,0.620179,0.682736,243.530516
2,0.391373,7,13,0.215814,9.797356,9.140061,9.063848,0.554702,0.640546,260.535964
3,0.261776,21,9,0.294432,6.495489,4.079084,6.31721,0.561671,0.676669,283.710147
1,0.47908,17,16,0.452082,5.912593,4.552533,19.053603,0.904644,0.615515,270.646366
3,0.441774,27,11,0.235252,5.451088,1.146526,9.042997,0.363671,0.721122,270.498967
3,0.209418,36,10,0.340781,9.813558,8.80858,6.04644,0.371243,0.831601,240.640924
3,0.270758,14,10,0.459326,10.870977,5.875081,10.04444,0.393729,0.451123,259.35702
2,0.274172,23,12,0.279328,10.414587,6.032511,6.04644,0.434117,0.631121,305.2276
3,0.261776,27,11,0.41525,9.451086,0.392702,9.048124,0.35292,0.675372,280.000338
3,0.105392,31,10,0.403754,5.451088,4.3927,11.448658,0.503053,0.711825,278.747347
4,0.28539,21,8,0.449011,8.61811,8.392698,15.446658,0.491056,0.734552,267.006319
3,0.270146,24,11,0.459326,7.520003,4.297897,7.481979,0.362371,0.710137,278.547562
3,0.090148,15,11,0.590235,8.837848,5.198437,4.798082,0.446793,0.530139,280.066035
2,0.549,25,12,0.545612,10.613726,4.552533,14.682974,0.508644,0.395477,253.024496
1,0.446984,30,14,0.405426,10.24447,5.742921,11.0784,0.793275,0.602715,100000000.0
3,0.310298,29,12,0.291518,11.839215,6.772968,8.924515,0.431275,0.760948,286.229197
4,0.57327,24,11,0.250636,18.379484,8.521565,9.900795,0.854504,0.755371,281.276526
4,0.303778,45,10,0.594435,10.291383,1.269389,19.481293,0.530967,0.779625,258.735898
2,0.433103,25,7,0.598021,16.778517,3.116778,11.134024,0.754828,0.890215,281.64601
2,0.203146,10,13,0.418023,11.73659,6.893726,7.136024,0.556828,0.492702,272.769635
3,0.558765,34,10,0.76057,12.778519,4.907137,15.132024,0.606517,0.895353,273.908722
2,0.378767,25,14,0.580572,15.081259,8.219421,17.607261,0.49761,0.715355,256.760878
3,0.642574,22,17,0.425427,9.04832,1.81405,2.152315,0.315426,0.847649,300.854998
1,0.521372,15,12,0.400574,13.479109,5.106546,13.609261,0.663728,0.675443,261.247236
2,0.417312,9,11,0.580572,14.78759,5.796358,9.611261,0.671539,0.846891,281.951017
2,0.269689,19,13,0.673493,14.890989,8.266124,9.643602,0.509048,0.89267,289.88252
3,0.323093,15,9,0.574796,16.701405,10.70408,16.129831,0.658684,0.579676,226.633003
1,0.613101,12,14,0.74008,5.56308,4.136323,14.808517,0.952828,0.492702,266.794518
2,0.449687,12,12,0.493495,10.972992,5.183833,10.258623,0.478996,0.712672,276.512575
2,0.437546,16,11,0.524514,11.543439,5.923753,14.256623,0.676996,0.723953,277.618097
2,0.454814,16,12,0.704512,15.543437,6.806415,16.623635,0.564793,0.785553,258.367234
2,0.594572,15,10,0.423661,8.248699,4.203754,9.942366,0.77466,0.591621,100000000.0
2,0.781594,13,14,0.560082,5.899733,4.790629,18.806517,0.917723,0.571493,279.586133
2,0.706778,14,9,0.528404,10.201888,8.203752,13.940366,0.879141,0.771619,272.130769
2,0.621871,13,13,0.524514,16.79825,4.751072,12.625635,0.572825,0.750071,283.190325
2,0.470654,15,10,0.467277,13.376259,8.03527,8.627635,0.648841,0.847213,291.25742
2,0.576688,15,13,0.568739,12.01159,9.42115,9.942366,0.914271,0.881363,279.242274
2,0.650652,16,10,0.482003,10.994733,5.774828,11.925189,0.557085,0.806476,280.809622
2,0.470654,15,13,0.537452,14.994731,6.67104,10.662323,0.545221,0.77089,286.137986
2,0.433482,14,14,0.541935,15.226235,4.922347,13.615202,0.59804,0.808827,274.624711
2,0.253105,15,11,0.418023,12.778519,6.893726,7.136024,0.556828,0.852698,278.635357
3,0.433103,25,7,0.598021,14.180227,9.100617,11.134024,0.55512,0.753683,282.731296
3,0.433103,25,7,0.598021,14.359142,9.726359,11.134024,0.64117,0.801518,289.130478
3,0.613101,15,11,0.710047,10.180229,7.881947,15.132024,0.703216,0.652927,270.044166
3,0.433103,13,10,0.530049,9.914983,5.871563,11.134024,0.68377,0.570389,281.620967
3,0.271003,22,10,0.596564,11.069318,8.774353,15.132024,0.65366,0.627014,248.155132
3,0.569874,16,12,0.418023,10.107991,10.090993,5.362154,0.887759,0.715976,294.168758
2,0.655855,15,14,0.598021,10.028372,8.045306,5.89079,0.855406,0.743832,296.412037
2,0.31198,16,12,0.279684,9.796954,9.725888,11.164012,0.459406,0.545774,278.235688
3,0.451001,27,10,0.681599,8.469705,6.982044,11.134024,0.45566,0.569694,100000000.0
3,0.290388,34,4,0.663873,14.303521,5.726361,10.161215,0.513612,0.739462,276.379209
2,0.121382,25,8,0.483875,10.303523,8.796932,8.271629,0.548183,0.611784,280.42632
3,0.308084,11,8,0.487791,10.94663,7.863038,6.256556,0.497261,0.803198,100000000.0
2,0.128086,20,6,0.313672,7.91684,7.075051,10.254556,0.674532,0.6232,100000000.0
3,0.637476,12,8,0.369716,8.340953,4.636815,15.009491,0.858143,0.400418,290.499891
3,0.457478,13,10,0.369673,7.712974,7.435105,11.164012,0.660143,0.580416,326.232304
3,0.118376,16,7,0.49367,11.916838,11.075049,14.252556,0.583792,0.673875,270.459316
2,0.373714,20,7,0.216777,8.352114,6.763451,6.256556,0.610523,0.663481,283.163961
3,0.193716,11,8,0.396775,11.321864,10.763449,10.254556,0.574679,0.724488,268.937205
2,0.301788,14,7,0.576773,9.336099,9.154411,9.091932,0.59496,0.677787,271.882638
3,0.458003,18,6,0.676399,11.682494,9.449517,5.093932,0.540947,0.660782,287.836489
4,0.426782,4,13,0.572408,15.399184,0.933766,7.931589,0.577322,0.842174,100000000.0
3,0.330444,21,9,0.309883,9.759777,5.943374,7.166012,0.819186,0.553444,277.775303
3,0.193292,15,9,0.397887,9.867116,5.943486,5.837989,0.552538,0.57942,283.053959
2,0.412726,6,16,0.438713,19.748982,7.200441,17.414954,0.27012,0.864258,278.687963
2,0.611774,27,12,0.687122,5.602656,5.097835,10.991566,0.680416,0.507676,282.122404
3,0.37329,20,11,0.373108,8.844155,8.690109,6.577403,0.462417,0.522129,281.631086
2,0.845557,13,13,0.617572,8.306169,6.761435,17.418352,0.948141,0.374109,268.987015
2,0.613101,26,7,0.778019,11.047696,7.002738,15.132024,0.740369,0.665137,248.886593
2,0.60302,24,10,0.680967,10.277662,5.394182,15.070646,0.542369,0.651947,276.475718
4,0.317689,25,17,0.61107,9.630294,7.360359,18.483712,0.299649,0.246681,276.388317
2,0.686475,23,10,0.500969,12.329999,4.909364,11.072646,0.453904,0.61258,256.369193
3,0.506477,24,7,0.677848,12.466236,8.909362,15.070646,0.651904,0.68136,276.279625
3,0.433103,25,7,0.598021,14.181022,9.099782,11.134024,0.555162,0.753721,274.017906
2,0.613101,15,11,0.45225,10.181024,9.224143,15.132024,0.703233,0.652957,264.589413
2,0.433103,13,8,0.401315,7.962252,6.024539,11.134024,0.505233,0.544464,252.097883
4,0.537841,29,12,0.536367,12.860234,5.184499,13.041429,0.454092,0.753687,263.726112
2,0.855263,4,3,0.830587,16.472823,5.041491,14.350905,0.520877,0.843251,246.149509
2,0.613101,18,8,0.302295,11.674341,4.23101,7.136024,0.417058,0.702591,320.948699
1,0.311957,4,14,0.766653,12.681772,2.975036,13.198925,0.872766,0.428136,264.235353
3,0.433103,25,12,0.482293,10.709155,8.231008,11.134024,0.467457,0.737693,267.253818
4,0.266917,6,20,0.483841,13.991788,10.991805,3.268642,0.762265,0.337021,284.805214
4,0.434502,4,14,0.640418,18.490364,9.468867,3.737464,0.20509,0.468691,280.225365
2,0.499875,18,10,0.538017,9.432065,6.340414,11.134024,0.680214,0.623702,260.200757
3,0.527017,19,10,0.351094,8.818209,7.142931,9.054983,0.384394,0.620657,276.053775
2,0.494652,18,9,0.531092,10.900105,5.84867,6.852574,0.582394,0.61837,282.479672
3,0.314654,17,10,0.3809,9.91742,7.228354,10.850574,0.605195,0.654914,264.70019
3,0.494652,24,10,0.313441,8.627128,7.942921,9.645315,0.663053,0.550275,100000000.0
3,0.433103,25,7,0.598021,14.359937,9.725524,11.134024,0.641211,0.801555,281.306055
3,0.451099,32,11,0.418023,11.572127,10.019937,10.110282,0.443211,0.745138,275.588505
3,0.227995,21,9,0.334527,11.572127,8.895944,10.110282,0.500243,0.651316,268.471427
3,0.184516,31,5,0.514525,10.03365,4.895946,12.806761,0.391735,0.688679,241.548137
3,0.510234,22,10,0.493439,10.907142,8.519286,8.51349,0.71132,0.705138,276.424597
2,0.330236,18,9,0.333278,10.471099,8.208097,12.51149,0.51332,0.52514,272.068349
2,0.161075,21,9,0.682224,13.427705,5.371179,8.808761,0.409822,0.777078,286.826468
2,0.150238,21,11,0.415884,9.31605,7.187911,8.51349,0.703793,0.559948,260.134614
3,0.330236,19,10,0.427972,10.155672,6.858338,12.51149,0.741539,0.710978,278.294455
3,0.148156,26,12,0.502226,12.503555,6.100891,6.949627,0.463336,0.618776,294.349981
3,0.371957,29,7,0.502226,11.996473,9.675074,8.12691,0.467528,0.75422,252.716277
3,0.276422,20,5,0.512737,8.671595,5.675076,12.12491,0.275522,0.705713,275.976526
3,0.228263,29,5,0.653171,12.671593,9.675074,16.12291,0.473522,0.691628,272.164153
3,0.540299,23,7,0.680285,8.875452,6.465546,12.51149,0.4225,0.622302,271.258487
2,0.797164,33,13,0.554953,17.073607,8.299219,15.721695,0.458044,0.172602,298.597431
3,0.726772,18,1,0.571279,10.018353,9.213094,10.873361,0.649965,0.470442,100000000.0
2,0.580468,20,11,0.500287,9.144248,3.460385,13.443168,0.558118,0.630173,269.842791
3,0.319886,26,9,0.680406,8.671595,8.208868,15.328848,0.438243,0.733907,264.747993
3,0.40047,21,8,0.462951,10.709461,7.460383,9.445168,0.756118,0.521768,242.239826
3,0.220472,22,8,0.642949,10.254647,8.349267,10.892515,0.558118,0.576511,266.470416
2,0.665559,22,9,0.655928,10.368696,5.597237,15.289831,0.750141,0.554107,332.138185
3,0.5189,34,10,0.66802,11.057084,8.914786,15.132024,0.588894,0.710306,286.515454
3,0.216363,18,12,0.340209,9.173641,7.735718,10.378491,0.620284,0.479826,227.761193
3,0.124819,17,11,0.520207,11.528335,8.023579,6.380491,0.422284,0.659824,284.3896
2,0.197152,6,10,0.203688,10.666057,6.503771,10.441162,0.347503,0.586883,270.864359
3,0.250535,26,5,0.500408,12.671593,5.230492,12.487823,0.486884,0.64478,276.997621
2,0.124819,20,12,0.416206,10.423151,8.963714,6.380491,0.476879,0.603244,282.090834
2,0.334876,22,10,0.598953,14.987206,6.880866,14.071255,0.510438,0.703251,276.931864
3,0.545804,4,10,0.721396,18.46283,11.147514,11.187549,0.910509,0.179384,280.099287
3,0.304817,20,10,0.492172,10.616207,9.769246,10.378491,0.657461,0.662259,274.111153
3,0.250535,25,9,0.479529,10.702179,5.191886,4.491823,0.469619,0.598431,291.31507
2,0.074712,21,12,0.250482,10.781116,6.451254,12.116751,0.550374,0.636946,266.783652
3,0.117906,20,10,0.43048,10.667745,8.694064,15.33329,0.564216,0.456948,100000000.0
3,0.172305,23,12,0.203766,11.266242,8.037826,7.33729,0.401673,0.681426,100000000.0
3,0.430533,19,7,0.521195,10.305605,9.191884,8.489823,0.464009,0.778429,275.861219
3,0.321496,14,11,0.383764,8.952394,7.326115,11.33529,0.558799,0.647625,275.01494
2,0.496274,19,11,0.476285,10.049909,9.195747,10.38849,0.487318,0.478126,221.181285
2,0.374309,19,11,0.390111,8.443216,6.282195,10.38849,0.376641,0.60363,279.218904
2,0.194311,23,10,0.266715,11.322539,9.240341,6.39049,0.574641,0.658376,292.832739
3,0.23122,15,11,0.361878,10.702682,9.413597,8.759581,0.651097,0.585359,278.107624
3,0.411218,23,13,0.493921,7.418421,6.939129,6.147915,0.453097,0.652849,282.726158
3,0.23122,18,12,0.533374,11.418419,8.750673,5.603665,0.478518,0.472851,275.355526
2,0.309763,18,12,0.353376,11.906269,9.569093,9.601665,0.569594,0.601994,276.753473
2,0.443589,22,12,0.511851,10.616964,6.637119,17.787412,0.629978,0.527015,277.538393
